,text,author,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
16,"📈TRADE RIO📈

Another trading competition with a prize pool of RIO worth 50,000 USDT is live now

Wait no more, Join Now! 🥳",210944655,,,,,,,,,,,,,,,
17,"#TGIF You wouldn't want to miss our 7th Happy Friday 🥳 

This week with OKEx, users get to enjoy 🎁:
🔘 20% share of our Futures & Perpetual Swap income

🔘 Lucky Draws 🎰: 20 ✈️ tickets worth 600 $USDT + rebate cards totaling 20,000 USDT

Join now
Learn more here: https://twitter.com/OKEx/status/1350007548565454849?s=20",210944655,,,,,,,,,,,,,,,
18,🚭What problems is Your project trying to solve to make it easier for Crypto users? Please let us know how evolving the roadmap is right now. What will happen this year and in the future?,210944655,,,,,,,,,,,,,,,
19,Projects that are not traded on major exchanges remain unnoticed. What do you think about listing the token on the leading exchanges?,210944655,,,,,,,,,,,,,,,
20,"Hi, there, regarding the P2P trading issue, you have to wait for 24 hours. Kindly raise a ticket if you still having problem. We will have our customer support to check and follow up, thanks",210944655,,,,,,,,,,,,,,,
21,oh so you have not joined any AMA before. usually it will be a talk in regard to a particular topic or token or any new listing.,210944655,,,,,,,,,,,,,,,
22,"🧧 Deposit & Trade 1INCH to Share 30,000 USDT 🧧

🗓  25 Dec 2020 (00:00 UTC) – 4 Jan 2021 (00:00 UTC)

💵 Share the $30K Prize Pool now!",210944655,,,,,,,,,,,,,,,
23,"🔥Group Campaigns🔥

Discover 2️⃣0️⃣2️⃣1️⃣ with #OKEx
✅ TRADE or DEPOSIT to enter Lucky Draw 
💰Cash Reward + Rebate Card + Redeemable Community Points
⏰ 00:00 Dec 28 - 23:59 Jan 4 (UTC)
➡️ Try My Luck Now  

☄️ Unified Account Elite Competition
💰 260,000 USDT prize pool
⏰ Dec 14 - Jan 6
🔗 https://www.okex.com/team-trade/contest/2328

💥Deposit & Trade 1INCH to Share 30,000 USDT!
⏰00:00 Dec.25, 2020 - 00:00, Jan 4, 2021
➡️ Click to join 

🧧Deposit & Trade LON to share 40,000 USDT 
⏰ 23 Dec 2020 (00:30 UTC) – 1 Jan 2021 (06:00 UTC)
➡️ Wait no further, join now! 

*All time stated are in UTC",210944655,,,,,,,,,,,,,,,
24,What can we expect to see from this project in the short-term (at some point in 2021) and 2022 and beyond (long-term goals)?,210944655,,,,,,,,,,,,,,,
25,"1️⃣If you're looking for assistance with your account, then please submit a request. https://www.okex.com/account/support
2️⃣Alternatively, you can initiate a live chat session with the Support team through the chat icon that you'll find at the upper right corner of the okex.com website or contact customer service via support@okex.com.
3️⃣If you're looking for quality content that will help you to understand blockchain and cryptocurrencies, please visit OKEx Academy.(https://www.okex.com/academy/en)",210944655,,,,,,,,,,,,,,,
26,"🔥OKEx 101 New User Tutorials Season 5 
📚Redefine your Trading and Earning Experience with OKEx 📚

🗓 20, 22, 25, 27, 29 Jan, 13:00
✅ Step-by-step guide to learn more about OKEx Unified Account, Earn Free Bitcoin and more
✅ Take quizzes to share a 2500 USDT 🎁 Pool
👉 More Info

1. Register here
2. Mark it in your schedule and join our session here!",210944655,,,,,,,,,,,,,,,
27,"Try to let it go if you understand what is actually going on. Keep it safe and live your life. It’ll come, believe me",210944655,,,,,,,,,,,,,,,
28,"📕OKEx Official English Group admin list
👩🏼‍💻 Zoe@OKEx (@Zoe1115OKEx)   
👨🏼‍💻 Adam@OKEx(@AdamOKEx) 
👩🏼‍💻 Eve@OKEx(@EveOKEx) 
👨🏼‍💻 Noah@OKEx (@NoahOKEx) 
👩🏼‍💻 CoCo@OKEx (@CocoOKEx) 
👨🏼‍💻 Moses@OKEx (@MosesOkex)
👨🏼‍💻 Steve@OKEx (@SteveOKEx)
👨🏼‍💻 Loki@OKEx (@LokiOKEx）
👩🏼‍💻 Silvie@OKEx (@SilvieOkex)
👩🏼‍💻 Belle@OKEx(@BelleOKEx)
👨🏼‍💻 James@OKEx(@JamesOKEx)
👩🏼‍💻Hera@OKEx(@HeraOKEx)
👨🏼‍💻Heres@OKEx (@HeresOKEx)",210944655,,,,,,,,,,,,,,,
29,"🔥Group Campaigns🔥

📣OKEx Unified Account AMA, OKEx Director of Financial Market, Lennix📣
🗓 21 Jan, 13:00 Thursday
🏵 Register and submit your questions here now 
✅Selected questions to be FEATURED and receive a USDT10 Rebate Card REWARD !


🔥OKEx 101 New User Tutorials Season 5 📚Trading and Earning with OKEx, Redefined 📚
🗓 20, 22, 25, 27, 29 Jan, 13:00
✅ Learn, earn points and unlock 2500 USDT 🎁 Reward Pool!
👉 Register here


🏵OKT Trading Competition🏵
🗓 Now until 28 Jan, 16:00 Thursday
Trade to Win Tesla Model Y🚘, iPhone 12📱 & 40,000 USDT💰!
1️⃣Fill up the form
2️⃣Register here


🔴Polkadot Campaign🔴
🗓 Now until 30 Jan, 02:00 Saturday
🎁Deposit & Trade $DOT or $KSM to Share 100,000 USDT!
📌Join the campaign and full details here


📣OKEx DOT ecosystem vote📣
🗓 Now until 24 Jan, 10:00 Sunday
✅ Vote for DOT ecosystem projects
✅ Stake DOT or KSM on OKEx Earn
🎁 Win up to 5x APY
1️⃣ Fill up the form
2️⃣ Register here
More Info


🐻Badger Campaign🐻
🗓 Now until 22 Jan, 16:00 Friday
🏵Deposit & Trade BADGER to Share 100,000 USDT!
1️⃣Fill up the form
2️⃣Register here

*All time stated are in UTC",210944655,,,,,,,,,,,,,,,
30,the laws are exactly like the religion. in respect of other and benefit of all you will accept them :),210944655,,,,,,,,,,,,,,,
31,How do you intend to revolutionize the financial services? What is the long-term vision of LON as a project?,210944655,,,,,,,,,,,,,,,
32,"Q:I am a professional vulnerability finder on the web, do you think Your system is secure enough from hackers? Does your project have a program that rewards individual vulnerability detection of the system?",210944655,,,,,,,,,,,,,,,
33,"🤝Hi Mr @lucashuang,  How does Tokenlon Dex combine with Uniswap and Curve Finance to achieve its purposes in 2021 after going through 4 previous versions, what is the highlight of version 5.0 and how do users who add liquids and hold long-term holdings benefit us?",210944655,,,,,,,,,,,,,,,
34,"COVID 19 has slowed many economies around the world but as a crypto business has it affected you negatively or positively? Secondly, are you still on track to achieve your targets as the road map says??",210944655,,,,,,,,,,,,,,,
35,"Seeing that lately there are more and more similar Defi projects, what are the main advantages of lon compared to other projects? 
@lucashuangWhat is the strongest advantage that you think will make this team lead the market? in contrast, what weaknesses do you have and how does the team plan to overcome them?",210944655,,,,,,,,,,,,,,,
36,"✅ Asset Management Survey 
✅ Be among the firsts to preview asset analysis functionality
⏰ until 10AM, Jan 8 (UTC) [End in 1 day]
🏆 Top 10 responses will each get 50USDT reward",210944655,,,,,,,,,,,,,,,
37,"Following the steps above, you should start earning ZYRO tokens once you have staked your OKB. If you would like to collect your earned ZYRO, click Harvest to proceed.",210944655,,,,,,,,,,,,,,,
38,"🔥Group Campaigns🔥

🔴Polkadot Campaign🔴
🗓 Now until 30 Jan, 02:00 Saturday
🎁Deposit & Trade $DOT or $KSM to Share 100,000 USDT!
📌Join the campaign and full details here

🐻Badger Campaign🐻
🗓 Now until 22 Jan, 16:00 Friday
🏵Deposit & Trade BADGER to Share 100,000 USDT!
1️⃣Fill up the form
2️⃣Register here  

🔥OKEx 101 New User Tutorials Season 5 📚Trading and Earning with OKEx, Redefined 📚
🗓 20, 22, 25, 27, 29 Jan, 13:00
✅ Learn, earn points and unlock 2500 USDT 🎁 Reward Pool!
👉 Register here

*All time stated are in UTC",210944655,,,,,,,,,,,,,,,
39,"Richard Anthony  Welcome, Feel Free to talk in group ☺️ And do click Pin Post above for our Activities.",210944655,,,,,,,,,,,,,,,
40,"Q:What is the plan to ensure sufficient liquidity on exchanges to fill market orders, especially as adoption increases and clients begin multiplying year-over-year for your project  ?",210944655,,,,,,,,,,,,,,,
41,"Currently ""STAKING"" is a very popular topic. 
Can you please explain the details about the token staking plan and the benefits of adding ""STAKING ?",210944655,,,,,,,,,,,,,,,
42,Staking seem to be popular right now on many blockchain project. Can you please explain the detail about $ LON staking plan and the benefits of adding “staking”?,210944655,,,,,,,,,,,,,,,
43,Hello ishvar Pawars Welcome! check our pinned message and feel free to join our ongoing campaigns and chat with the rest of the users.,210944655,,,,,,,,,,,,,,,
44,"🤝Hi Mr @lucashuang,  How does Tokenlon Dex combine with Uniswap and Curve Finance to achieve its purposes in 2021 after going through 4 previous versions, what is the highlight of version 5.0 and how do users who add liquids and hold long-term holdings benefit us?",210944655,,,,,,,,,,,,,,,
45,"📕OKEx Official English Group admin list
👩🏼‍💻 Zoe@OKEx (@Zoe1115OKEx)   
👨🏼‍💻 Adam@OKEx(@AdamOKEx) 
👩🏼‍💻 Eve@OKEx(@EveOKEx) 
👨🏼‍💻 Noah@OKEx (@NoahOKEx) 
👩🏼‍💻 CoCo@OKEx (@CocoOKEx) 
👨🏼‍💻 Moses@OKEx (@MosesOkex)
👨🏼‍💻 Steve@OKEx (@SteveOKEx)
👨🏼‍💻 Loki@OKEx (@LokiOKEx）
👩🏼‍💻 Silvie@OKEx (@SilvieOkex)
👩🏼‍💻 Belle@OKEx(@BelleOKEx)
👨🏼‍💻 James@OKEx(@JamesOKEx)
👩🏼‍💻Hera@OKEx(@HeraOKEx)
👨🏼‍💻Heres@OKEx (@HeresOKEx)",210944655,,,,,,,,,,,,,,,
46,"My 2 withdrawals are pending.
One withdraw is still pending from 5 days and
second withdraw is pending from 3 days.
Please check it and I am waiting for your reply. Thanks *",210944655,,,,,,,,,,,,,,,
47,"Which area are you focusing on at the moment? (DeFi, Stake,Dapps..) and what is your goals in this year ?",210944655,,,,,,,,,,,,,,,
48,I hope okex pin the new token s in this chat days before listing..that is better than announcement page we all her most of times,210944655,,,,,,,,,,,,,,,
49,"As a community based project, how can I donate my quota for your success? Do you have a Global Ambassador Program or a Referral Rewards System?
Thanks",210944655,,,,,,,,,,,,,,,
50,What are the plans to educate and raise awareness and adoption among the community to make more people understand about the project easily?,210944655,,,,,,,,,,,,,,,
51,Suppose i am a hacker in crypto...now i want to hack tokenlop.... Is it possible??  If not why??? Tell me for Tokenlop strong point...@lucashuang,210944655,,,,,,,,,,,,,,,
52,"❓How to link Google Authenticator? 
        https://bit.ly/30wDgyA
❓How to disable Google Authenticator?  
       https://bit.ly/2YpVrTX
❓How to deal with it if my Google Authenticator is lost?
       https://bit.ly/2MMCxRQ",210944655,,,,,,,,,,,,,,,
53,"It's a Crypto group.

You don't know Me, I have few friends here @Mrcgp_1 @XdongMY and my Crypto Lady",210944655,,,,,,,,,,,,,,,
54,Can you explain how is your Tokenomics Distribution? How many tokens Will be minted ? And How many tokens Will be locked by the team?,210944655,,,,,,,,,,,,,,,
55,Hello @Loirock Welcome! Happy New Year. Check our pinned message and feel free to join our ongoing campaigns and chat with the rest of the users.,210944655,,,,,,,,,,,,,,,
56,"📣 Trooper, assemble! We want you!

👉OKEx Trooper 🇷🇺🇹🇷🇰🇷 🌏👈

❤️ Passion about cryptocurrency and blockchain
❤️ Full of curiosity and desire to learn

➡️Join our OKEx Trooper. For more information: https://forms.gle/KPo5BuyJt5atkkNZA",210944655,,,,,,,,,,,,,,,
57,Are you planning to promote your project in countries / regions where English is not good? Do you have a local community for them to better understand your project?,210944655,,,,,,,,,,,,,,,
58,"☎️ Join the OKEx Community: https://www.okex.com/community
🌏OKEx Official Groups
🇬🇧English: @OKExOfficial_English 
🇨🇳 中文: @OKExGroup_Chinese
🇹🇷 Türkiye: @okexofficial_tr   
🇰🇷한국: @OKExKorean           
🇹🇭 ไทย: @okexofficial_th
🇷🇺Russian: @okexofficial_ru                         
🇮🇳 Indian: @okexofficial_in            
🇵🇭 Filipino: @okexofficial_ph                        
🇮🇩 Indonesian: @okexofficial_id   
🇻🇳 Tiếng việt: @OKExPromotionGroup
➡️ African: @OKExAfrica
➡️ Arabic | المجتمع العربي الرسمي : @OKExArabic
🔰API: @OKExAPI  

📢OKEx Official Channel
💟OKEx Announcements: @OKExAnnouncements
📊OKEx Insights: @OKEx_Insights
💌OKEx Instagram: @okex_exchange
🗞OKEx Twitter: https://twitter.com/OKEx",210944655,,,,,,,,,,,,,,,
59,"Did you raise funds so far? If so, how did you handle them? Are you planning to do any future raises?",210944655,,,,,,,,,,,,,,,
60,"What is the structure of this project  , is it decentralised or a open sourced protocol where everybody can contribute? If so, how does the governance plan on being handled?",210944655,,,,,,,,,,,,,,,
61,"@Weareall ⚠️Warning ⚠️ generally toxicity, misinformation, trolling, advertising, reflinks/invite links, or excessive spam is not allowed in group ❌",210944655,,,,,,,,,,,,,,,
62,"HELLO 
Southeast Asia is a very vibrant
 market and many project developed here so with $lon what do you think about Southeast Asia and do you have any plan to develop here?",210944655,,,,,,,,,,,,,,,
63,"❗️ Important Reminder ❗️ #rule

✅Our community is for constructive and positive discussions. 
❌Admins will NOT take the initiative to message you privately to solve problems.
❌Don’t share confidential personal information in private chats, and don't make transactions of any kind at all.
❗️ Be cautious of anyone who claims to be an admin.
❗️ Should you have any inquiries, please contact our online admins.

If you need any support regarding account, deposit& withdrawal issues, please contact our customer support via following channels:

1⃣Contact Customer Support HERE
2⃣Email support@okex.com💌
3⃣OKEx Announcements 
4⃣Sign up for an OKEx Account Here 

📲 Download App via Android / IOS 

📌Notice: Advertisement, spam, verbal abuse, threats, personal attacks or pornographic images will not be tolerated. Please avoid maliciously spread of FUD related to OKEx and other projects. Admins have absolute authority to moderate messages and users when there is a violation of the above rules.

💙Best regards, OKEx Telegram Team 💙",210944655,,,,,,,,,,,,,,,
64,"As a community driven project and me a developer am interested in contributing to the project, do you have such programs",210944655,,,,,,,,,,,,,,,
65,"Dear Community Members,

You may apply to redeem your community points for rebate cards from 00:00 Jan 1 to 23:59 Jan 7  (UTC). The points will expire on Mar 1, 2021 and the next round of application would be the first week of Feb 2021. Click here to redeem.

To check your points, please click ""My Points"" via @OKExMarkets_bot. Please note that only ""event points"" are eligible for redemption. 

➡️For details of redemption, please click here.",210944655,,,,,,,,,,,,,,,
66,"Guys, check here, found it from their website @Mrcgp_0 
@Mmoraal

Based on the deposit voting from the community, the top three projects are MXC, POLS, PHA. Please take note of the following go-live schedule:

1. MXC Spot Trading: MXC/USDT 06:00 am, MXC/ETH 07:00 am Jan 27, 2021 (UTC);
2. POLS Spot Trading: POLS/USDT 06:00 am, POLS/ETH 07:00 am Jan 27, 2021 (UTC);
3. PHA Spot Trading: PHA/USDT 06:00 am, PHA/ETH 07:00 am Jan 27, 2021 (UTC);
4. MXC, POLS, PHA Withdrawal: 10:00 am Jan 28, 2021 (UTC)
5. The “Withdraw” of CRU, MATH : 10:00 am Jan 27, 2021 (UTC)",210944655,,,,,,,,,,,,,,,
67,Defi is one of hottest toppic in crypto right now so What role does Tokenlon want to play in the DeFi space?,210944655,,,,,,,,,,,,,,,
68,"1️⃣If you're looking for assistance with your account, then please submit a request. https://www.okex.com/account/support
2️⃣Alternatively, you can initiate a live chat session with the Support team through the chat icon that you'll find at the upper right corner of the okex.com website or contact customer service via support@okex.com.
3️⃣If you're looking for quality content that will help you to understand blockchain and cryptocurrencies, please visit OKEx Academy.(https://www.okex.com/academy/en)",210944655,,,,,,,,,,,,,,,
69,"I saw your project has great features. There must be an experienced team behind. Can you tell some about your team and their experiences in the market?

What makes you most proud of the progress of the Tokenlon project so far?",210944655,,,,,,,,,,,,,,,
70,How do you plan to spread awareness about your project in different countries/regions where English is not spoken well? Do you have local communities for them to let them better understand about your project?,210944655,,,,,,,,,,,,,,,
71,Hi @Dmrbastic Welcome! check our pinned message and feel free to join our ongoing campaigns and chat with the rest of the users.,210944655,,,,,,,,,,,,,,,
72,"Sign up & Trade: https://www.okex.com/academy/en/start-trading-cryptocurrency-on-okex?channelFlag=ACEAP4502833
OKEx 101 New User Tutorial database:  https://telegra.ph/OKEx-101-New-User-Tutorial-10-12",210944655,,,,,,,,,,,,,,,
73,"🔥🙈🔥 The Most Anticipated Event Is Now Here 🔥🙈🔥 

 $OKT Trading schedule is LIVE now 😍🚀 

OKT Spot Trading : ⏰⏰
OKT/USDT, OKT/BTC, OKT/ETH : 8:00am January 19, 2021 (UTC) 

 We have enabled literally ZERO% trading fees on the OKT trading pairs 💰😉 

Announcement Link ⬇️ https://www.okex.com/support/hc/en-us/articles/360055512511

 #BuyOKT #NoMakerfee #NoTakerfee",210944655,,,,,,,,,,,,,,,
74,"Here's your stuck. My orders are not canceled, my operations are hidden. Nothing, nothing . Even the great",210944655,,,,,,,,,,,,,,,
75,Learn more about OKB and OKExChain here: https://telegra.ph/OKEx-101-New-User-Tutorial-Season-4-Database-11-24,210944655,,,,,,,,,,,,,,,
76,"damn the deposit is already 8 hours still waiting for confirmation. even though the deposit to another site was only 5 minutes successful
why does every depot to oxex take a long time, please fix it, don't lose to other depot sites or withdraw it only takes a matter of minutes",210944655,,,,,,,,,,,,,,,
77,"Start by tapping on Home at the bottom of the mobile app, followed by tapping on More in the product bar. Now, tap Jumpstart under the ""Finance"" tab to open the main section.",210944655,,,,,,,,,,,,,,,
78,What is your strategy for building a strong community? Do you agree that the power of the community will lead your project to develop globally? What services do you provide to the community?,210944655,,,,,,,,,,,,,,,
79,A year has passed and now 2021 is the beginning of good. And do you have a plan for yourself to make the project grow rapidly or not? What are your goals for this year and do you think you will achieve it?,210944655,,,,,,,,,,,,,,,
80,"🔥Group Campaigns🔥

Discover 2️⃣0️⃣2️⃣1️⃣ with #OKEx
✅ TRADE or DEPOSIT to enter Lucky Draw 
💰Cash Reward + Rebate Card + Redeemable Community Points
⏰ 00:00 Dec 28 - 23:59 Jan 4 (UTC)
➡️ Try My Luck Now  

☄️ Unified Account Elite Competition
💰 260,000 USDT prize pool
⏰ Dec 14 - Jan 6
🔗 https://www.okex.com/team-trade/contest/2328

💥Deposit & Trade 1INCH to Share 30,000 USDT!
⏰00:00 Dec.25, 2020 - 00:00, Jan 4, 2021
➡️ Click to join 

🧧Deposit & Trade LON to share 40,000 USDT 
⏰ 23 Dec 2020 (00:30 UTC) – 1 Jan 2021 (06:00 UTC)
➡️ Wait no further, join now! 

*All time stated are in UTC",210944655,,,,,,,,,,,,,,,
81,"Seeing that lately there are more and more similar Defi projects, what are the main advantages of lon compared to other projects? 
@lucashuang",210944655,,,,,,,,,,,,,,,
82,"🔥OKEx 101 New User Tutorials Season 5 
📚Redefine your Trading and Earning Experience with OKEx 📚

🗓 20, 22, 25, 27, 29 Jan, 13:00
✅ Step-by-step guide to learn more about OKEx Unified Account, Earn Free Bitcoin and more
✅ Take quizzes to share a 2500 USDT 🎁 Pool
👉 More Info

1. Register here
2. Mark it in your schedule and join our session here!",210944655,,,,,,,,,,,,,,,
83,"What your plans in place for global expansion, are you focusing on only market at this time? Or focus on building and developing or getting customers and users, or partnerships?",210944655,,,,,,,,,,,,,,,
84,"Hi, yes we do have Academy for our users. you may follow and learn each of it from here https://www.okex.com/academy/en/",210944655,,,,,,,,,,,,,,,
85,withdrawals will start after the end of the voting event. Please refer to this https://www.okex.com/support/hc/en-us/articles/360055609991,210944655,,,,,,,,,,,,,,,
86,"Q: How LON empower investors, companies, developers, and its users to deliver impactful solutions and bring value to global people?",210944655,,,,,,,,,,,,,,,
87,"I have this problem I cannot open my account on another device other than where I created the account, do you know what is that?",210944655,,,,,,,,,,,,,,,
88,"Any one make it clear that for Your deposits = Your BALLOTS

Vote for these GREAT projects:

If I deposit pols and project does not get listed them what will happen to my deposited coin?",210944655,,,,,,,,,,,,,,,
89,"Dear Community Members,

You may apply to redeem your community points for rebate cards from 00:00 Jan 1 to 23:59 Jan 7  (UTC). The points will expire on Mar 1, 2021 and the next round of application would be the first week of Feb 2021. Click here to redeem.

To check your points, please click ""My Points"" via @OKExMarkets_bot. Please note that only ""event points"" are eligible for redemption. 

➡️For details of redemption, please click here.",210944655,,,,,,,,,,,,,,,
90,"🔥Group Campaigns🔥

🔴Polkadot Campaign🔴
🗓 Now until 30 Jan, 02:00 Saturday
🎁Deposit & Trade $DOT or $KSM to Share 100,000 USDT!
📌Join the campaign and full details here

🐻Badger Campaign🐻
🗓 Now until 22 Jan, 16:00 Friday
🏵Deposit & Trade BADGER to Share 100,000 USDT!
1️⃣Fill up the form
2️⃣Register here  

🔥OKEx 101 New User Tutorials Season 5 📚Trading and Earning with OKEx, Redefined 📚
🗓 20, 22, 25, 27, 29 Jan, 13:00
✅ Learn, earn points and unlock 2500 USDT 🎁 Reward Pool!
👉 Register here

*All time stated are in UTC",210944655,,,,,,,,,,,,,,,
91,Hello Ali Sheraz welcome to our community! Feel free to chat with us and check out pinned message so you don't miss any of our campaigns.,210944655,,,,,,,,,,,,,,,
92,Marketing is the leading factor that help the project thrive. So what is your strategy to attract New users and Investor to your project in the long term? How do you plans to grow and gain more real-adoption?,210944655,,,,,,,,,,,,,,,
93,"Dear Community Members,

You may apply to redeem your community points for rebate cards from 00:00 Jan 1 to 23:59 Jan 7  (UTC). The points will expire on Mar 1, 2021 and the next round of application would be the first week of Feb 2021. Click here to redeem.

To check your points, please click ""My Points"" via @OKExMarkets_bot. Please note that only ""event points"" are eligible for redemption. 

➡️For details of redemption, please click here.",210944655,,,,,,,,,,,,,,,
94,"Could you please tell me just a little more about the team and some of their backgrounds? I have personally seen many projects launch with inexperienced team members, and some of those didn’t go so well due to easily avoidable mistakes.?",210944655,,,,,,,,,,,,,,,
95,"Hi Lucas

What is the advantage of UX optimization for mobile decentralized change?

What does UX add to decentralized change?",210944655,,,,,,,,,,,,,,,
96,What are the plans to educate and raise awareness and adoption among the community to make more people understand about the project easily?,210944655,,,,,,,,,,,,,,,
97,"Thank you for waiting. Yes, you may open separate positions at the same time and it will not affect each other.",210944655,,,,,,,,,,,,,,,
98,"👮‍♂️OKEx encourages you to complete KYC verification for account security and trading convenience. Different KYC levels grant different trading privileges.

1.KYC Level and Limits
https://www.okex.com/account/kyc
2.How to set up KYC? 
https://www.okex.com/academy/en/what-is-kyc-verification-how-to-complete-kyc-verification/?channelFlag=ACEAP2502880
3.Cannot register or verify? 
https://t.me/OKExAnnouncements/920

If you encounter problems, please contact our /support team.",210944655,,,,,,,,,,,,,,,
99,Hello Mushtaq Khan Welcome! Happy New Year. Check our pinned message and feel free to join our ongoing campaigns and chat with the rest of the users.,210944655,,,,,,,,,,,,,,,
100,My withdraw Still in processing after 2 days ago i have no received why sir what is the problem please tell me sir,210944655,,,,,,,,,,,,,,,
101,"Sign up & Trade: https://www.okex.com/academy/en/start-trading-cryptocurrency-on-okex?channelFlag=ACEAP4502833
OKEx 101 New User Tutorial database:  https://telegra.ph/OKEx-101-New-User-Tutorial-10-12",210944655,,,,,,,,,,,,,,,
102,"NFTs are very popular in cryptospace...
are there any idea to implement NFTs in #Tokenlon Ecosystem???",210944655,,,,,,,,,,,,,,,
103,"🔥Group Campaigns🔥

Discover 2️⃣0️⃣2️⃣1️⃣ with #OKEx
✅ TRADE or DEPOSIT to enter Lucky Draw 
💰Cash Reward + Rebate Card + Redeemable Community Points
⏰ 00:00 Dec 28 - 23:59 Jan 4 (UTC)
➡️ Try My Luck Now  

☄️ Unified Account Elite Competition
💰 260,000 USDT prize pool
⏰ Dec 14 - Jan 6
🔗 https://www.okex.com/team-trade/contest/2328

💥Deposit & Trade 1INCH to Share 30,000 USDT!
⏰00:00 Dec.25, 2020 - 00:00, Jan 4, 2021
➡️ Click to join 

🧧Deposit & Trade LON to share 40,000 USDT 
⏰ 23 Dec 2020 (00:30 UTC) – 1 Jan 2021 (06:00 UTC)
➡️ Wait no further, join now! 

*All time stated are in UTC",210944655,,,,,,,,,,,,,,,
104,"Q. I want to support your project, Tell us more about the Ambassador Program and in what ways can we participate ?",210944655,,,,,,,,,,,,,,,
