,text,author,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
55,"🔥🙈🔥 The Most Anticipated Event Is Now Here 🔥🙈🔥 

 $OKT Trading schedule is LIVE now 😍🚀 

OKT Spot Trading : ⏰⏰
OKT/USDT, OKT/BTC, OKT/ETH : 8:00am January 18, 2021 (UTC) 

 We have enabled literally ZERO% trading fees on the OKT trading pairs 💰😉 

Announcement Link ⬇️ https://www.okex.com/support/hc/en-us/articles/360055512511

 #BuyOKT #NoMakerfee #NoTakerfee",210944655,,,,,,,,,,,,,,,
56,"🔥OKEx 101 New User Tutorials Season 5 
📚Redefine your Trading and Earning Experience with OKEx 📚

✅ Step-by-step guide to learn more about OKEx Unified Account, Earn Free Bitcoin and more
✅ Take quizzes to share a 2500 USDT 🎁 Pool

1. Sign-in
2. Join English Official Community

👉 More info",210944655,,,,,,,,,,,,,,,
57,"‼️Dear users, Please be informed that due to high volume on verification applications it is taking longer time to process it, our team are working hard to validate as soon as we can. ‼️

Verification validation may take 2-3 working days and if your verification is pending for more than 3 working days kindly contact support by creating a support ticket or email support@okex.com . Your verification will be validated soon. 

We apologize for the inconvenience this may caused. 
Thank you for your patience. 🙏",210944655,,,,,,,,,,,,,,,
58,Currently most investors only care about profits at the moment but ignore the long-term benefits. So can you give them some advice why they should buy and hold this token/coin in the long term?,210944655,,,,,,,,,,,,,,,
59,"🔥Group Campaigns🔥

📚OKEx 101 New User Tutorials Season 5 📚Trading and Earning with OKEx, Redefined📚
🗓 20, 22, 25, 27, 29 Jan, 13:00
✅ Learn, earn points and unlock 2500 USDT 🎁 Reward Pool!
👉 Register 
1️⃣ Quiz 1: Join 
2️⃣ Quiz 2: Join
3️⃣ Quiz 3: Join
4️⃣5️⃣ Coming Soon

🏵OKT Trading Competition🏵
🗓 Now until 28 Jan, 16:00 Thursday
Trade to Win Tesla Model Y🚘, iPhone 12📱 & 40,000 USDT💰!
1️⃣Fill up the form
2️⃣Register here


🔴Polkadot Campaign🔴
🗓 Now until 30 Jan, 02:00 Saturday
🎁Deposit & Trade $DOT or $KSM to Share 100,000 USDT!
📌Join the campaign and full details here

*All time stated are in UTC",210944655,,,,,,,,,,,,,,,
60,"Which area are you focusing on at the moment? (DeFi, Stake,Dapps..) and what is your goals in this year ?",210944655,,,,,,,,,,,,,,,
61,As crypto users we don't want to lose our assets to some scam projects that run away and disappear with our money so why should we invest in the LON as a long-term investment?,210944655,,,,,,,,,,,,,,,
62,"DeFi project is very popular and there are many DeFi projects right now, what are your plans for now? what makes TOKENLON unique?",210944655,,,,,,,,,,,,,,,
63,"# BTC / USD price is at 28750, according to indicators, even taking into account divergences. the bullish scenario remains, the tops have been updated, support from the bottom is collected at approx. at 27400.
Now is rly important level guys. Be careful and use risk management and stop loses. also use few strategies to diversify your loses and turn to profits. and everything will be good! 👌😉Need TA or targets with other coins?",210944655,,,,,,,,,,,,,,,
64,They said because wallet upgrade rfuel deposit address. My amount of the token is safe? Im still stuck,210944655,,,,,,,,,,,,,,,
65,Hello Amir Ashraf welcome to our community! Feel free to chat with us and check out pinned message so you don't miss any of our campaigns.,210944655,,,,,,,,,,,,,,,
66,"🧧 Deposit & Trade 1INCH to Share 30,000 USDT 🧧

🗓  25 Dec 2020 (00:00 UTC) – 4 Jan 2021 (00:00 UTC)

💵 Share the $30K Prize Pool now!",210944655,,,,,,,,,,,,,,,
67,Can you tell us what the main role of $LON token in your ecosystem? what is the utility and use cases of $LON token ?,210944655,,,,,,,,,,,,,,,
68,"What makes TokenLon stand out from the crowd and what strengths does the token project have for the future? What are the long-term benefits of the $LON token, can I stake it for the $LON token?",210944655,,,,,,,,,,,,,,,
69,"Could you please tell me just a little more about the team and some of their backgrounds? I have personally seen many projects launch with inexperienced team members, and some of those didn’t go so well due to easily avoidable mistakes.",210944655,,,,,,,,,,,,,,,
70,"🔥OKEx 101 New User Tutorials Season 5 
📚Redefine your Trading and Earning Experience with OKEx 📚

🗓 20, 22, 25, 27, 29 Jan, 13:00
✅ Step-by-step guide to learn more about OKEx Unified Account, Earn Free Bitcoin and more
✅ Take quizzes to share a 2500 USDT 🎁 Pool
👉 More Info

1. Register here
2. Mark it in your schedule and join our session here!",210944655,,,,,,,,,,,,,,,
71,Do you have any plans to attract non-crypto investors to Tokenlon? What are the plans to increase awareness about Tokenlon around in non-crypto space?,210944655,,,,,,,,,,,,,,,
72,"Most projects have to go through certain difficulties and challenges, what difficulties do you face and how do you overcome them?",210944655,,,,,,,,,,,,,,,
73,"8 reasons you should be counting down to get your hands on some $OKT! #OKExChain #Countdown #10DaysLeft #OKnowledge

Learn more: http://bit.ly/38fl5kw
Get your $OKT here: http://bit.ly/3e4R7iW",210944655,,,,,,,,,,,,,,,
74,"📣 Trooper, assemble! We want you!

👉OKEx Trooper 🇷🇺🇹🇷🇰🇷 🌏👈

❤️ Passion about cryptocurrency and blockchain
❤️ Full of curiosity and desire to learn

➡️Join our OKEx Trooper. For more information: https://forms.gle/KPo5BuyJt5atkkNZA",210944655,,,,,,,,,,,,,,,
75,Hello Murat Yurtdaş Welcome! Happy New Year. Check our pinned message and feel free to join our ongoing campaigns and chat with the rest of the users.,210944655,,,,,,,,,,,,,,,
76,"As a community based project, how can I donate my quota for your success? Do you have a Global Ambassador Program or a Referral Rewards System?",210944655,,,,,,,,,,,,,,,
77,"1️⃣If you're looking for assistance with your account, then please submit a request. https://www.okex.com/account/support
2️⃣Alternatively, you can initiate a live chat session with the Support team through the chat icon that you'll find at the upper right corner of the okex.com website or contact customer service via support@okex.com.
3️⃣If you're looking for quality content that will help you to understand blockchain and cryptocurrencies, please visit OKEx Academy.(https://www.okex.com/academy/en)",210944655,,,,,,,,,,,,,,,
78,"Also any coins that raised money on an exchange or ico is  a securtiy, so one day or other, sec can go after the next big one",210944655,,,,,,,,,,,,,,,
79,"Hi Lucas

What is the advantage of UX optimization for mobile decentralized change?

What does UX add to decentralized change?",210944655,,,,,,,,,,,,,,,
80,"For using tokenlon, need kyc?? Can i use in Trust wallet or metamask in tokenlon?? Which wallet are support tokenlop???
@lucashuang",210944655,,,,,,,,,,,,,,,
81,"Sign up & Trade: https://www.okex.com/academy/en/start-trading-cryptocurrency-on-okex?channelFlag=ACEAP4502833
OKEx 101 New User Tutorial database:  https://telegra.ph/OKEx-101-New-User-Tutorial-10-12",210944655,,,,,,,,,,,,,,,
82,Any Deposit & Withdrawal guide may visit this link https://www.okex.com/academy/en/how-to-make-a-deposit-withdrawal,210944655,,,,,,,,,,,,,,,
83,Most investors are only interested in the short-term benefits of the project and don't really care about long-term. What potential does tokenlon have to attract long-term investors to invest in the project?,210944655,,,,,,,,,,,,,,,
84,Most investors are only interested in the short-term benefits of the project and don't really care about long-term. What potential does tokenlon have to attract long-term investors to invest in the project?,210944655,,,,,,,,,,,,,,,
85,the laws are exactly like the religion. in respect of other and benefit of all you will accept them :),210944655,,,,,,,,,,,,,,,
86,"🔥OKEx 101 New User Tutorials Season 5 
📚Redefine your Trading and Earning Experience with OKEx 📚

🗓 20, 22, 25, 27, 29 Jan, 13:00
✅ Step-by-step guide to learn more about OKEx Unified Account, Earn Free Bitcoin and more
✅ Take quizzes to share a 2500 USDT 🎁 Pool
👉 More Info

1. Register here
2. Mark it in your schedule and join our session here!",210944655,,,,,,,,,,,,,,,
87,"Q. I am a professional vulnerability finder on the web, do you think Your system is secure enough from hackers? Does your project have a program that rewards individual vulnerability detection of the system?",210944655,,,,,,,,,,,,,,,
88,Are you planning to promote your project in countries / regions where English is not good? Do you have a local community for them to better understand your project?,210944655,,,,,,,,,,,,,,,
89,Hahaha I guess this time they have alot of submission for filtering perhaps? 🤣 Okex please do something,210944655,,,,,,,,,,,,,,,
90,withdrawals will start after the end of the voting event. Please refer to this https://www.okex.com/support/hc/en-us/articles/360055609991,210944655,,,,,,,,,,,,,,,
91,Unified account is a brand-new trading system. Users can trade spot and  derivatives simultaneously in multiple currencies by one account without having to transfer funds back and forth between multiple accounts. This process makes trading easier.,210944655,,,,,,,,,,,,,,,
92,How did you decide to enter the DEX field and how was the DEX infrastructure designed for peer-to-peer cryptocurrency transactions?,210944655,,,,,,,,,,,,,,,
93,"Dear Community Members,

You may apply to redeem your community points for rebate cards from 00:00 Jan 1 to 23:59 Jan 7  (UTC). The points will expire on Mar 1, 2021 and the next round of application would be the first week of Feb 2021. Click here to redeem.

To check your points, please click ""My Points"" via @OKExMarkets_bot. Please note that only ""event points"" are eligible for redemption. 

➡️For details of redemption, please click here.",210944655,,,,,,,,,,,,,,,
94,When the crypto market cake is still small but there are many Diners and new one is apearing day by day how will LON keep its position as well as its role in the whole crypto market? To do this which is the most important thing that LON think?,210944655,,,,,,,,,,,,,,,
95,"1️⃣If you're looking for assistance with your account, then please submit a request. https://www.okex.com/account/support
2️⃣Alternatively, you can initiate a live chat session with the Support team through the chat icon that you'll find at the upper right corner of the okex.com website or contact customer service via support@okex.com.
3️⃣If you're looking for quality content that will help you to understand blockchain and cryptocurrencies, please visit OKEx Academy.(https://www.okex.com/academy/en)",210944655,,,,,,,,,,,,,,,
96,"📣OKEx Product Survey📣
OKEx has received a lot of automated trading strategies requests from users.
To get a better understanding of your needs for strategic trading products, we have prepared an OKEx product survey. 

❤️We really appreciate your support in completing this survey 
🎁20 lucky winners will receive a 20 USDT rebate card!
🗓 Survey open from Now until15 Jan, 18:00 UTC",210944655,,,,,,,,,,,,,,,
97,Do you  have any Coin Burn / BuyBack systems or any your Token Burn plans to increase the value of Token & attract Investors to invest?,210944655,,,,,,,,,,,,,,,
98,How important is the community to Tokenlon? and how can we collaborate or help share token for the development of the project?,210944655,,,,,,,,,,,,,,,
99,"📕OKEx Official English Group admin list
👩🏼‍💻 Zoe@OKEx (@Zoe1115OKEx)   
👨🏼‍💻 Adam@OKEx(@AdamOKEx) 
👩🏼‍💻 Eve@OKEx(@EveOKEx) 
👨🏼‍💻 Noah@OKEx (@NoahOKEx) 
👩🏼‍💻 CoCo@OKEx (@CocoOKEx) 
👨🏼‍💻 Moses@OKEx (@MosesOkex)
👨🏼‍💻 Steve@OKEx (@SteveOKEx)
👨🏼‍💻 Loki@OKEx (@LokiOKEx）
👩🏼‍💻 Silvie@OKEx (@SilvieOkex)
👩🏼‍💻 Belle@OKEx(@BelleOKEx)
👨🏼‍💻 James@OKEx(@JamesOKEx)
👩🏼‍💻Hera@OKEx(@HeraOKEx)
👨🏼‍💻Heres@OKEx (@HeresOKEx)",210944655,,,,,,,,,,,,,,,
100,What are the plans to educate and raise awareness and adoption among the community to make more people understand about the project easily?,210944655,,,,,,,,,,,,,,,
101,"🔥OKEx 101 New User Tutorials Season 5 
📚Redefine your Trading and Earning Experience with OKEx 📚

🗓 20, 22, 25, 27, 29 Jan, 13:00
✅ Step-by-step guide to learn more about OKEx Unified Account, Earn Free Bitcoin and more
✅ Take quizzes to share a 2500 USDT 🎁 Pool
👉 More Info

1. Register here
2. Mark it in your schedule and join our session here!",210944655,,,,,,,,,,,,,,,
102,"What is the future trend of DeFi, in your opinion? What is the biggest flaw DeFi is facing today? And is Your Project looking to solve the problem????",210944655,,,,,,,,,,,,,,,
103,Suppose i am a hacker in crypto...now i want to hack tokenlop.... Is it possible??  If not why??? Tell me for Tokenlop strong point...@lucashuang,210944655,,,,,,,,,,,,,,,
104,What is the vision and mission of LON ? What problems are you trying to solve? Do these problems remain unsolved with the existing public blockchains?,210944655,,,,,,,,,,,,,,,
105,"☎️ Join the OKEx Community: https://www.okex.com/community
🌏OKEx Official Groups
🇬🇧English: @OKExOfficial_English 
🇨🇳 中文: @OKExGroup_Chinese
🇹🇷 Türkiye: @okexofficial_tr   
🇰🇷한국: @OKExKorean           
🇹🇭 ไทย: @okexofficial_th
🇷🇺Russian: @okexofficial_ru                         
🇮🇳 Indian: @okexofficial_in            
🇵🇭 Filipino: @okexofficial_ph                        
🇮🇩 Indonesian: @okexofficial_id   
🇻🇳 Tiếng việt: @OKExPromotionGroup
➡️ African: @OKExAfrica
➡️ Arabic | المجتمع العربي الرسمي : @OKExArabic
🔰API: @OKExAPI  

📢OKEx Official Channel
💟OKEx Announcements: @OKExAnnouncements
📊OKEx Insights: @OKEx_Insights
💌OKEx Instagram: @okex_exchange
🗞OKEx Twitter: https://twitter.com/OKEx",210944655,,,,,,,,,,,,,,,
106,"For the success of a project, investors, community and developers play a major role. What is LON strategy to get them involved?",210944655,,,,,,,,,,,,,,,
107,Low caps mainly i think although the xrp mini moon is said to be caused buy whales about to exit but then peeps always say that,210944655,,,,,,,,,,,,,,,
108,"Q. I want to support your project, Tell us more about the Ambassador Program and in what ways can we participate ?",210944655,,,,,,,,,,,,,,,
109,"1️⃣If you're looking for assistance with your account, then please submit a request. https://www.okex.com/account/support
2️⃣Alternatively, you can initiate a live chat session with the Support team through the chat icon that you'll find at the upper right corner of the okex.com website or contact customer service via support@okex.com.
3️⃣If you're looking for quality content that will help you to understand blockchain and cryptocurrencies, please visit OKEx Academy.(https://www.okex.com/academy/en)",210944655,,,,,,,,,,,,,,,
110,"Badger present in celebration of OKEx new listing $1BADGER

🔥 Join to share $100,000 $BADGER

🕰Promotion period: 12 Jan 2021, 0200 - 22 January 2021, 1600 (UTC)

🏵 Deposit & Trade BADGER to Share 100,000 USDT!

👉 How to participate? 
   1. Join  OKEx English
   2. Fill up the form.
   3. Participant register here.

⁉️No Account yet?  Sign up here with $80 rewards

For BADGER campaign info, click here",210944655,,,,,,,,,,,,,,,
111,Any Deposit & Withdrawal guide may visit this link https://www.okex.com/academy/en/how-to-make-a-deposit-withdrawal,210944655,,,,,,,,,,,,,,,
112,Hello Happy Welcome! Happy New Year. Check our pinned message and feel free to join our ongoing campaigns and chat with the rest of the users.,210944655,,,,,,,,,,,,,,,
